,room_id,host_id,room_type,address,reviews,overall_satisfaction,accommodates,bedrooms,bathrooms,price,last_modified,latitude,longitude,location,name,currency,rate_type
84,190984,923095,Entire home/apt,"Seattle, WA, United States",152,4.5,2,1.0,1.0,72,2018-12-20 04:08:06.477713,47.552842,-122.27789399999999,0101000020E61000004C70EA03C9915EC078EDD286C3C64740,Home in Hillman City - large studio & free parking,USD,nightly
85,191795,928106,Entire home/apt,"Kirkland, WA, United States",2,,12,4.0,2.5,250,2018-12-20 02:57:04.784282,47.722114000000005,-122.222447,0101000020E6100000F98557923C8E5EC0EBFD463B6EDC4740,"*Fully Stocked, Spacious 4BR Home*",USD,nightly
86,193836,583579,Entire home/apt,"Seattle, WA, United States",164,4.5,5,1.0,1.0,89,2018-12-20 04:11:28.705005,47.535701,-122.38631200000002,0101000020E61000005A83F755B9985EC09EB7B1D991C44740,Spacious Suite Near Lincoln Park in West Seattle,USD,nightly
87,201550,986136,Entire home/apt,"Redmond, WA, United States",139,5.0,2,1.0,1.0,105,2018-12-20 02:54:24.959426,47.676552,-122.137596,0101000020E6100000DE03745FCE885EC08E05854199D64740,Modern apartment w. access to gym,USD,nightly
88,202251,601266,Entire home/apt,"Seattle, WA, United States",22,4.5,6,3.0,1.0,225,2018-12-20 03:07:48.168689,47.677704999999996,-122.359839,0101000020E6100000D234289A07975EC0F8AA9509BFD64740,Seattle Phinney Ridge Ballard,USD,nightly
89,210316,2438665,Private room,"Seattle, WA, United States",67,5.0,2,1.0,4.0,54,2018-12-20 03:05:39.128486,47.699898,-122.366142,0101000020E61000004AECDADE6E975EC09544F64196D94740,"""THE 5-STAR HOUSE""",USD,nightly
90,215882,971336,Entire home/apt,"Seattle, WA, United States",338,5.0,2,1.0,1.0,84,2018-12-20 04:08:23.84948,47.561296999999996,-122.281219,0101000020E6100000E200FA7DFF915EC0E52B8194D8C74740,Relaxing Garden Cottage w/ Hot Tub!,USD,nightly
91,217142,8243075,Entire home/apt,"Seattle, WA, United States",132,5.0,7,2.0,2.0,159,2018-12-20 03:59:45.165105,47.615339,-122.34790500000001,0101000020E61000005A47551344965EC0077AA86DC3CE4740,LOCATION! Family SPACIOUS 2BD/2BA PRKG FREE WiFi,USD,nightly
92,218741,468703,Private room,"Seattle, WA, United States",131,5.0,3,1.0,1.0,90,2018-12-20 03:07:31.137492,47.682309000000004,-122.37875,0101000020E61000000AD7A3703D985EC01B62BCE655D74740,"Private, Large Room+Bath in Ballard",USD,nightly
93,219532,1037115,Entire home/apt,"Seattle, WA, United States",76,4.5,6,3.0,1.5,275,2018-12-20 03:29:38.130595,47.655891,-122.36055,0101000020E6100000A9A44E4013975EC0D05E7D3CF4D34740,"Fun home in Funky Fremont, Seattle",USD,nightly
94,222885,72845,Private room,"Seattle, WA, United States",30,5.0,2,1.0,1.0,75,2018-12-20 03:08:29.231224,47.675746999999994,-122.35738899999998,0101000020E6100000CFBC1C76DF965EC060AFB0E07ED64740,Gluten Free on Phinney Ridge,USD,nightly
95,224763,8243075,Entire home/apt,"Seattle, WA, United States",88,4.5,4,1.0,1.0,119,2018-12-20 03:58:33.889426,47.613859999999995,-122.34878700000002,0101000020E61000004791B58652965EC04A29E8F692CE4740,"Location! Sleeps 4 WiFi  Luxurious, Parking Inc!",USD,nightly
96,225820,72845,Private room,"Seattle, WA, United States",83,5.0,5,2.0,1.0,90,2018-12-20 03:08:29.228773,47.677809,-122.358621,0101000020E61000002AAA7EA5F3965EC09DF7FF71C2D64740,Family Friendly on Phinney Ridge,USD,nightly
97,226495,1037115,Entire home/apt,"Seattle, WA, United States",81,4.5,6,2.0,1.0,150,2018-12-20 03:08:00.810494,47.690487,-122.369019,0101000020E61000009126DE019E975EC015A8C5E061D84740,"Fun apartment in Ballard, Seattle",USD,nightly
98,226536,209571,Private room,"Seattle, WA, United States",167,5.0,2,1.0,1.0,36,2018-12-20 03:27:01.917627,47.661196999999994,-122.40144599999999,0101000020E61000000B47904AB1995EC04E9B711AA2D44740,Serene Room in Sunny Cottage near Discovery Park,USD,nightly
99,226677,30559,Private room,"Seattle, WA, United States",132,5.0,2,1.0,3.0,45,2018-12-20 04:08:27.570313,47.550616999999995,-122.31826799999999,0101000020E610000041D7BE805E945EC092CF2B9E7AC64740,Sunny Parisian beauty room w/ comfy bed,USD,nightly
100,227636,1187351,Entire home/apt,"Seattle, WA, United States",210,5.0,3,1.0,1.0,85,2018-12-20 03:28:13.680806,47.668071000000005,-122.362086,0101000020E6100000BA15C26A2C975EC0F833BC5983D54740,Large Ballard/Fremont apartment,USD,nightly
101,229990,1201633,Entire home/apt,"Seattle, WA, United States",1,,9,2.0,2.0,150,2018-12-20 04:05:13.630547,47.578229,-122.41181200000001,0101000020E61000006C06B8205B9A5EC0A54C6A6803CA4740,Alki Beach 1/2 block to beach,USD,nightly
102,231097,990692,Private room,"Seattle, WA, United States",142,5.0,2,1.0,1.0,54,2018-12-20 03:02:17.252493,47.70639,-122.280746,0101000020E6100000E61E12BEF7915EC0581CCEFC6ADA4740,Peaceful NE Seattle guest room,USD,nightly
103,233502,1215564,Private room,"Seattle, WA, United States",1,,2,1.0,1.0,60,2018-12-20 04:05:14.595473,47.573266,-122.37436100000001,0101000020E610000076F9D687F5975EC051F4C0C760C94740,West Seattle room with private bath,USD,nightly
104,241016,956883,Entire home/apt,"Seattle, WA, United States",82,5.0,5,3.0,1.0,99,2018-12-20 03:29:40.625133,47.643285999999996,-122.37581899999999,0101000020E6100000CA8D226B0D985EC0C2FC153257D24740,Scandinavian Queen Anne Home,USD,nightly
105,241032,956883,Entire home/apt,"Seattle, WA, United States",285,4.5,4,1.0,1.0,175,2018-12-20 03:35:00.466221,47.636289,-122.371025,0101000020E6100000E63FA4DFBE975EC0FBE6FEEA71D14740,Stylish Queen Anne Apartment,USD,nightly
106,251922,512084,Entire home/apt,"Seattle, WA, United States",208,5.0,4,2.0,1.0,78,2018-12-20 04:04:51.883847,47.581433000000004,-122.39410900000001,0101000020E6100000CB83F41439995EC057E883656CCA4740,"Sleepy North Admiral, West Seattle",USD,nightly
107,254012,1334187,Entire home/apt,"Kirkland, WA, United States",178,5.0,2,1.0,2.0,160,2018-12-20 02:53:54.995994,47.681471,-122.19568500000001,0101000020E610000056D4601A868C5EC0121615713AD74740,Downtown Kirkland Cottage,USD,nightly
108,254340,1336214,Entire home/apt,"Seattle, WA, United States",148,5.0,2,1.0,1.0,85,2018-12-20 03:07:35.387798,47.677166,-122.36169299999999,0101000020E61000004C8C65FA25975EC048FB1F60ADD64740,Phinney Oasis-Ballard/Phinney,USD,nightly
109,260613,1387754,Entire home/apt,"Seattle, WA, United States",45,5.0,2,1.0,1.0,95,2018-12-20 03:07:30.101322,47.68649,-122.36846200000001,0101000020E610000066F4A3E194975EC0F98381E7DED74740,Modern & New MIL Apt. in N. Ballard,USD,nightly
110,261912,558743,Entire home/apt,"Seattle, WA, United States",30,5.0,4,2.0,1.0,150,2018-12-20 03:01:40.392224,47.683781,-122.342013,0101000020E6100000A3737E8AE3955EC02750C42286D74740,"Storybook Tudor, house at GreenLake",USD,nightly
