Date,Battery Voltage AVG,Temperature AVG,Relative Humidity AVG,Wind Speed Daily AVG,Wind Direction AVG,Solare Radiation AVG
5/6/2015,13.64333333,14.94666667,61.31625,11.02745833,152.993875,0
5/5/2015,13.74958333,11.51416667,84.63375,27.31258333,256.1125,0
5/4/2015,13.62666667,24.45458333,47.96666667,42.57208333,272.9375,0
5/3/2015,13.61833333,26.31958333,51.455,15.22170833,280.7125,0
5/2/2015,13.56041667,30.66458333,30.90483333,6.0655,141.9570833,44.96
5/1/2015,13.53375,30.19708333,33.99591667,31.02083333,280.3833333,0
4/30/2015,13.51125,31.68375,45.21333333,14.787375,199.755875,41.20166667
4/29/2015,13.4725,19.84541667,56.280125,17.22995833,241.4983333,0
4/28/2015,13.56833333,28.88166667,81.17125,54.32083333,267.5625,0.949125
4/27/2015,13.61458333,32.37291667,77.0775,15.32033333,171.8858333,13.2635
4/26/2015,13.45041667,21.72125,46.13583333,6.800083333,246.0141667,14.9675
4/25/2015,13.60583333,10.92091667,64.44875,12.03766667,192.7736667,1.79875
4/24/2015,13.69666667,9.032041667,91.73125,42.71291667,224.6958333,0
4/23/2015,13.43458333,18.64516667,81.78208333,32.89291667,261.3666667,0
4/22/2015,13.4625,25.03041667,34.47325,12.7425,163.21225,29.49416667
4/21/2015,13.48416667,27.65666667,49.39929167,20.89729167,219.4254167,4.928333333
4/20/2015,13.54916667,32.52625,49.50958333,3.446458333,265.0454167,23.46891667
4/19/2015,13.58958333,32.94708333,31.71416667,2.474833333,228.0891667,56.40916667
4/18/2015,13.62208333,32.19458333,18.87916667,8.654291667,214.3813333,34.68395833
4/17/2015,13.6325,30.61708333,43.83416667,7.124291667,204.249,26.34841667
4/16/2015,13.62458333,32.36833333,44.22583333,2.897208333,213.0383333,42.76875
4/15/2015,13.67416667,26.8475,37.22375,5.762583333,274.0430417,59.645
4/14/2015,13.75458333,6.937875,81.27708333,10.96245833,169.6572083,0
4/13/2015,13.79458333,14.16520833,65.17416667,53.663875,262.6145833,0
4/12/2015,13.75333333,13.93475,77.83125,26.76316667,252.3,0
4/11/2015,13.77416667,6.834833333,85.88208333,46.41875,236.45,0
4/10/2015,13.71,16.15666667,51.52958333,53.59666667,264.8083333,0
4/9/2015,13.5175,16.2075,72.52833333,10.51645833,188.3279167,0.500083333
4/8/2015,13.3425,16.41375,83.65,2.303875,221.50925,5.355833333
4/7/2015,13.14333333,14.55708333,93.6875,7.771375,232.28725,0
4/6/2015,13.675,12.19175,84.8775,7.927541667,250.82625,0
4/5/2015,13.69958333,8.220708333,81.88125,5.499958333,174.5271667,0.397291667
4/4/2015,13.71791667,9.569625,42.15291667,6.387333333,184.585875,0
4/3/2015,13.71041667,9.291291667,66.99666667,24.59041667,234.3185417,0
4/2/2015,13.61291667,12.011875,37.63208333,5.377416667,239.7066667,0
4/1/2015,13.64291667,9.978625,62.7775,9.908375,171.824625,0
3/31/2015,13.64,11.25704167,80.99916667,29.21675,264.9416667,0
3/30/2015,13.68833333,26.51958333,50.81791667,51.45416667,270.3125,0
3/29/2015,13.64916667,26.01375,72.86708333,23.634625,250.887875,0.87725
3/28/2015,13.71333333,19.02,81.44708333,34.58083333,283.8541667,0.004708333
3/27/2015,13.7275,29.22708333,53.87708333,57.425,271.7916667,0
3/26/2015,13.595,35.42541667,40.50041667,23.57208333,275.675,0.4335
3/25/2015,13.66375,27.63916667,83.63458333,23.18458333,244.5153333,0
3/24/2015,13.67583333,13.90958333,82.89375,10.37275,230.5583333,0
3/23/2015,13.68958333,10.855,90.76958333,17.00741667,203.1833333,0
3/22/2015,13.7175,15.28416667,83.18833333,26.54208333,203.2833333,0
3/21/2015,13.69875,13.60625,87.6925,33.10083333,203.3958333,0
3/20/2015,13.78416667,22.85666667,82.10541667,65.85333333,253.1041667,0
3/19/2015,13.67041667,27.38791667,55.47,32.96583333,273.825,0
3/18/2015,13.5975,24.46291667,55.52625,2.828083333,215.885,10.51654167
3/17/2015,13.63541667,17.65666667,95.5125,0,225.8554167,0
3/16/2015,13.61666667,18.13791667,96.9375,0,231.654875,0
3/15/2015,13.63666667,20.37458333,98.55,36.7425,277.775,0
3/14/2015,13.58666667,24.08583333,99.84166667,51.35583333,271.8583333,0
3/13/2015,13.52458333,30.96541667,34.80125,48.43833333,269.8458333,0
3/12/2015,13.44541667,26.13333333,41.09183333,14.68033333,254.7114167,0
3/11/2015,13.44166667,21.5675,98.8,34.90541667,236.8805,0
3/10/2015,13.42541667,29.7425,43.00833333,25.469375,28.94266667,0
3/9/2015,13.54416667,33.02833333,26.12733333,12.34270833,16.41208333,10.20933333
3/8/2015,13.57041667,33.745,14.99333333,10.19525,17.02958333,17.644375
3/7/2015,13.56541667,31.91166667,18.28416667,6.339541667,138.339375,26.78758333
3/6/2015,13.54666667,30.76583333,29.75333333,12.09995833,266.51375,0
3/5/2015,13.55166667,29.34916667,26.28670833,4.898791667,181.6716667,10.899125
3/4/2015,13.60833333,26.95666667,19.28416667,6.586916667,259.3354167,2.8025
3/3/2015,13.63,21.28,14.95675,11.4965,253.4170833,0
3/2/2015,13.59125,11.89916667,71.20625,7.130458333,203.7477083,0
3/1/2015,13.6225,17.97708333,44.49666667,6.318125,226.1570417,0
2/28/2015,13.64166667,12.46304167,48.97708333,19.58083333,124.2854167,0
2/27/2015,13.45541667,12.06366667,95.17916667,15.758875,253.9966667,0
2/26/2015,13.5075,19.34416667,69.58541667,15.12645833,218.54475,0
2/25/2015,13.48416667,24.82125,39.25616667,10.76158333,131.9043333,0.113458333
2/24/2015,13.49375,29.68125,43.86929167,17.92995833,157.6860833,0
2/23/2015,13.54208333,30.45041667,37.61554167,14.183125,122.735625,0
2/22/2015,13.685,21.1575,18.091,18.71625,115.9583333,0
2/21/2015,13.6875,11.92791667,47.75208333,17.233,100.5295833,0
2/20/2015,13.65583333,19.60166667,26.91291667,13.95104167,140.93625,0
2/19/2015,13.50916667,21.43,66.81166667,11.609375,216.4453333,0
2/18/2015,13.57625,33.91625,21.224625,22.25041667,285.8416667,0.257458333
2/17/2015,13.57333333,39.2025,28.02541667,9.175958333,250.4820833,8.87875
2/16/2015,13.58875,33.95166667,20.077625,12.48504167,218.96875,1.585583333
2/15/2015,13.58208333,29.96458333,14.36895833,8.729708333,144.03375,2.338375
2/14/2015,13.55833333,25.71791667,25.54841667,12.4985,246.7392083,0.144166667
2/13/2015,13.585,32.82541667,40.39291667,24.52683333,268.05,0.033083333
2/12/2015,13.64833333,31.02916667,48.19333333,17.117125,267.9220833,0
2/11/2015,13.58166667,22.81333333,89.26208333,10.90254167,323.1125,0
2/10/2015,13.67166667,22.44,98.80416667,1.545,324.5791667,0
2/9/2015,13.09416667,20.63666667,98.3875,0,308.3791667,0
2/8/2015,13.23833333,20.00166667,98.25833333,0,308.3916667,0
2/7/2015,13.08375,20.69583333,98.47083333,0,308.3208333,0
2/6/2015,13.125,22.32375,99.04583333,0,308.5166667,0
2/5/2015,13.25375,24.48458333,99.6875,0,308.6333333,0
2/4/2015,13.51666667,18.59458333,92.59541667,0,308.4541667,0
2/3/2015,13.25125,17.69,77.81041667,4.723083333,262.3166667,0
2/2/2015,13.63208333,18.94625,72.24458333,34.23279167,247.8875,0
2/1/2015,13.59916667,23.47291667,65.36458333,32.88875,248.7694583,0
1/31/2015,13.56541667,28.02,27.65333333,10.29258333,212.0725417,0
1/30/2015,13.58666667,27.86,23.49420833,4.405791667,232.66575,0
1/29/2015,13.58708333,24.57416667,75.43125,7.395958333,266.0908333,0
1/28/2015,13.66416667,23.08625,22.53516667,9.464208333,207.6674583,0
1/27/2015,13.7125,28.15833333,31.55945833,32.72629167,248.9541667,0
1/26/2015,13.64625,33.29791667,36.40375,56.0375,273.9958333,0.014166667
1/25/2015,13.63333333,37.7425,45.37166667,41.44083333,274.6958333,0
1/24/2015,13.64125,35.25083333,59.77291667,18.04845833,271.5916667,3.09375
1/23/2015,13.46291667,28.25125,92.37875,20.88708333,264.9333333,0
1/22/2015,13.635,26.0975,72.75416667,9.897958333,175.378625,0.248291667
1/21/2015,13.72208333,24.54375,53.61041667,8.687208333,145.3149167,0
1/20/2015,13.59708333,16.65791667,60.47791667,0.487958333,156.1708333,0
1/19/2015,13.73125,11.786,84.13208333,11.65366667,204.4416667,0
1/18/2015,13.47875,13.4925,96.02916667,45.28875,204.4625,0
1/17/2015,13.29791667,23.25083333,81.36458333,39.32208333,231.425,0
1/16/2015,13.67833333,18.13,44.97416667,16.17491667,251.2208333,0
1/15/2015,13.46541667,21.16333333,74.34129167,53.72333333,260.0333333,0
1/14/2015,13.71541667,33.39625,16.28333333,9.4545,209.3303333,0.199458333
1/13/2015,13.77083333,29.1475,32.26541667,2.269916667,276.3744583,0.005916667
1/12/2015,13.695,19.60333333,74.555,3.946416667,220.26875,0.216458333
