StoreCode,Date,ChickenHuns,1pc,2 pc,3 pc,4 pc,8pc,8pc Meal,12 pc,12 pc Meal,16 pc,16 pc Meal,20 pc,20 pc Meal
C750001,20190427,11.75,30,36,9,5,10,3,8,1,1,2,0,3
C750001,20190428,18.25,31,46,3,2,9,1,4,2,4,1,0,1
C750001,20190429,12,14,51,7,3,18,1,9,0,4,1,0,0
C750001,20190430,12.5,24,45,8,5,4,5,11,1,6,3,0,1
C750001,20190501,4,28,44,20,1,4,2,11,3,5,2,0,0
C750001,20190502,12.75,31,68,25,4,5,2,11,4,6,4,1,0
C750001,20190503,13.125,18,57,14,5,11,3,11,3,3,1,0,0
C750001,20190504,15.375,27,28,22,7,10,4,13,4,2,0,0,0
C750001,20190505,14.75,21,52,21,3,8,1,8,1,3,3,0,0
C750001,20190506,15.625,26,47,9,5,8,3,4,1,4,0,0,0
C750001,20190507,14.875,18,46,14,7,3,2,9,1,1,1,1,0
C750001,20190508,18.25,27,48,29,3,5,4,5,2,1,0,0,0
C750001,20190509,13.75,27,60,22,3,6,2,8,2,3,0,0,0
C750001,20190510,21,33,62,16,5,14,1,7,1,4,1,0,0
C750001,20190511,17.125,21,32,14,6,13,3,10,0,5,1,0,1
C750001,20190512,17.125,31,45,17,3,9,4,13,5,6,0,1,2
C750001,20190513,10.875,25,42,17,6,13,3,6,0,2,0,0,0
C750001,20190514,22.5,35,45,11,4,10,6,11,2,1,0,0,2
C750001,20190515,8.625,30,53,10,0,2,1,9,0,7,0,0,0
C750001,20190516,18.125,22,35,12,8,4,5,9,2,4,0,0,0
C750001,20190517,18.625,25,52,12,5,17,4,5,2,5,0,0,0
C750001,20190518,24.375,14,38,5,5,6,1,11,1,0,0,0,0
C750001,20190519,16.125,16,38,10,1,9,1,8,4,3,0,0,0
C750001,20190520,16.25,33,39,8,3,6,2,11,1,4,1,0,0
C750001,20190521,14,20,57,15,4,12,3,2,2,2,0,0,0
C750001,20190522,14.875,37,60,17,1,6,3,10,1,4,2,0,0
C750001,20190523,13.375,39,63,19,4,16,4,7,1,8,2,0,0
C750001,20190524,19.625,31,70,18,5,23,2,12,2,9,2,0,0
C750001,20190525,19.125,18,42,9,4,12,1,7,3,11,1,0,0
C750001,20190526,11.5,15,37,13,1,10,2,7,2,6,0,0,0
C750001,20190527,22.625,11,34,2,5,14,1,2,1,5,0,0,0
C750001,20190528,20.625,22,46,9,0,7,3,6,2,1,1,0,0
C750001,20190529,17.625,39,60,26,6,13,4,7,2,2,0,0,0
C750001,20190530,14,24,52,14,3,21,3,7,0,5,2,0,0
C750001,20190531,21,22,49,15,8,21,4,10,1,8,1,1,0
C750001,20190601,17.75,14,41,11,4,16,0,10,2,6,3,0,1
C750001,20190602,13.375,24,30,7,5,25,1,10,3,4,2,0,0
C750001,20190603,16.5,19,63,11,5,19,1,9,1,2,3,0,0
C750001,20190604,11.25,30,77,10,6,28,3,8,3,2,0,1,1
C750001,20190605,16.75,27,54,10,5,15,5,12,2,3,0,0,0
C750001,20190606,15.25,35,65,7,4,16,2,8,0,3,2,0,0
C750001,20190607,15.125,20,54,6,4,18,4,8,1,3,0,1,0
C750001,20190608,12.625,21,34,14,6,23,3,15,1,5,0,1,0
C750001,20190609,11.375,16,52,8,5,14,3,7,2,3,1,0,0
C750001,20190610,9.75,29,54,7,6,13,2,8,3,6,1,0,0
C750001,20190611,13.625,15,52,13,7,7,5,6,3,6,0,0,2
C750001,20190612,13.875,33,63,16,1,21,4,9,3,5,3,0,0
C750001,20190613,11.375,26,49,10,6,17,2,11,7,6,2,0,0
C750001,20190614,21.125,28,54,11,5,16,2,4,4,6,0,0,0
C750001,20190615,8.25,21,52,10,6,15,4,11,1,7,5,0,0
C750001,20190616,9.375,24,51,10,4,14,1,10,0,3,1,1,2
C750001,20190617,20.25,30,54,12,5,7,0,4,0,2,2,0,0
C750001,20190618,19.25,28,40,13,9,17,2,4,2,2,0,0,0
C750001,20190619,19.875,23,46,12,7,18,4,10,0,5,0,0,0
C750001,20190620,13.5,22,49,6,5,17,5,12,0,4,2,0,0
C750001,20190621,32.25,20,50,8,5,20,3,7,1,3,2,0,0
C750001,20190622,14.625,28,49,17,5,21,8,8,1,3,2,0,0
C750001,20190623,10.5,25,45,8,3,22,2,10,1,7,0,0,0
C750001,20190624,1.875,32,44,15,2,14,0,10,1,4,2,0,1
C750001,20190625,14.875,25,48,20,7,13,0,6,2,2,0,0,1
C750001,20190626,15.875,18,81,19,5,21,3,10,2,8,3,0,0
C750001,20190627,14.25,29,37,28,10,16,0,9,1,2,1,2,0
C750001,20190628,19.5,25,41,30,5,20,4,13,2,7,0,0,1
C750001,20190629,27.125,22,36,33,5,16,1,6,1,8,3,0,0
C750001,20190630,16.375,27,49,15,3,21,3,9,3,3,1,0,1
C750001,20190701,9.375,27,40,14,3,12,0,14,2,8,2,0,0
C750001,20190702,-18,26,63,11,5,17,2,9,2,7,2,0,0
C750001,20190703,53.875,29,51,19,3,19,7,11,5,6,4,0,0
C750001,20190704,13.125,28,32,19,4,19,4,5,3,3,3,0,2
C750001,20190705,21.625,23,64,24,2,16,0,7,1,5,1,0,1
C750001,20190706,8.25,11,42,5,8,17,2,8,3,7,9,1,0
C750001,20190707,13,25,32,13,7,13,2,9,5,1,1,0,0
C750001,20190708,21.625,22,39,26,5,18,2,5,3,4,0,0,0
C750001,20190709,9.5,27,42,18,6,21,3,9,1,6,1,0,0
C750001,20190710,14.625,24,57,22,6,20,3,7,4,0,1,0,0
C750001,20190711,13.375,33,53,9,4,17,5,7,2,3,2,0,0
C750001,20190712,17.5,30,44,15,7,17,1,11,4,1,0,0,0
C750001,20190713,17.375,25,34,12,4,18,3,7,5,4,3,2,0
C750001,20190714,19.375,24,43,19,3,21,4,11,8,4,0,0,0
C750001,20190715,14.75,25,48,9,6,12,5,8,3,2,0,0,0
C750001,20190716,14.5,36,43,23,3,14,4,8,4,5,2,0,0
C750001,20190717,14.375,32,46,7,5,14,3,6,2,7,1,0,0
C750001,20190718,27.375,30,59,14,3,26,3,6,3,5,0,2,0
C750001,20190719,21,26,46,10,4,22,2,8,1,10,3,0,2
C750001,20190720,14.375,21,25,21,11,11,2,7,4,4,0,1,0
C750001,20190721,5.625,12,39,10,1,11,4,8,2,1,1,0,0
C750001,20190722,24.5,22,54,16,2,13,3,11,1,5,1,0,0
C750001,20190723,18.875,34,45,11,3,14,1,6,3,4,1,0,0
C750001,20190724,11.625,19,34,9,4,8,2,6,2,4,1,0,0
C750001,20190725,11.5,14,56,10,7,8,3,7,1,3,2,0,0
C750001,20190726,18.875,15,40,8,12,15,2,2,1,2,3,0,1
C750001,20190727,16.25,19,35,16,1,16,2,5,3,2,1,0,0
C750001,20190728,12.5,19,38,5,3,10,1,7,6,3,0,0,0
C750001,20190729,824.875,32,47,13,3,9,1,8,2,1,1,1,1
C750001,20190730,11.125,18,25,7,3,13,2,9,0,4,2,1,0
C750001,20190731,9.125,17,35,12,4,12,3,7,3,8,1,0,0
C750001,20190801,19.5,27,52,16,5,17,2,10,2,8,2,0,0
C750001,20190802,20.75,27,47,15,6,12,0,8,6,9,4,0,0
C750001,20190803,10,24,53,5,2,15,4,14,1,12,6,1,3
C750001,20190804,16.875,19,31,16,3,13,3,9,3,5,4,0,3
C750001,20190805,17,23,32,15,2,13,2,10,4,6,0,0,0
C750001,20190806,6.875,13,47,14,4,11,2,11,5,3,1,0,0
C750001,20190807,14.125,12,40,11,5,7,2,5,2,4,5,0,0
C750001,20190808,14,22,39,14,3,10,1,2,5,4,1,1,0
C750001,20190809,19.75,28,37,9,5,16,2,5,2,8,5,0,0
C750001,20190810,16.5,13,27,12,4,12,1,9,5,4,6,2,0
C750001,20190811,9,7,22,7,4,17,2,8,2,8,1,0,0
C750001,20190812,14.75,29,46,12,3,14,3,8,3,3,2,1,0
C750001,20190813,5,29,37,10,5,7,3,10,2,3,0,0,0
C750001,20190814,8.25,23,45,16,5,11,0,12,2,2,3,0,0
C750001,20190815,17.75,24,52,13,4,14,2,11,1,8,2,0,0
C750001,20190816,21.125,26,45,15,7,18,2,9,0,5,3,0,0
C750001,20190817,16.25,25,38,9,4,13,1,4,3,3,1,1,1
C750001,20190818,22.625,28,36,14,4,16,3,6,1,2,4,1,1
C750001,20190819,13.25,19,37,13,3,11,2,8,3,4,2,0,0
C750001,20190820,11,21,41,11,3,10,5,13,2,3,0,0,0
C750001,20190821,15.5,23,48,11,2,8,6,8,0,3,1,0,0
C750001,20190822,18.875,29,45,15,5,6,2,15,2,6,3,0,0
C750001,20190823,13,27,49,11,6,13,3,8,2,5,0,0,0
C750001,20190824,14.25,27,44,11,3,11,2,8,1,9,0,0,3
C750001,20190825,17,17,35,8,1,14,3,8,0,2,1,0,1
C750001,20190826,16.25,23,53,7,5,14,0,7,3,3,1,0,0
C750001,20190827,18,22,41,12,5,15,4,7,0,7,1,0,0
C750001,20190828,16.25,31,41,11,4,22,3,5,3,4,3,0,0
C750001,20190829,30.75,22,59,10,7,17,5,13,5,9,2,0,0
C750001,20190830,16.625,23,46,9,4,28,3,11,0,4,3,1,1
C750001,20190831,15,18,34,9,3,12,6,13,7,4,3,0,0
C750001,20190901,2.875,15,49,10,2,17,6,10,0,5,3,0,0
C750001,20190902,19.25,18,39,5,5,7,0,6,2,6,1,1,0
C750001,20190903,13.125,17,52,7,3,10,0,10,2,2,4,0,0
C750001,20190904,13,25,49,10,3,5,0,12,2,2,2,0,0
C750001,20190905,5.125,20,48,5,6,16,3,7,2,4,1,0,0
C750001,20190906,25.375,29,48,14,4,17,1,5,2,3,0,0,0
C750001,20190907,9.375,17,52,24,1,8,1,8,1,1,4,0,2
C750001,20190908,18.625,16,43,8,4,9,0,8,4,0,1,0,0
C750001,20190909,15.375,13,47,13,9,11,1,1,0,5,2,0,0
C750001,20190910,17.25,20,50,7,3,15,9,10,2,4,0,0,2
C750001,20190911,9.375,17,49,15,3,18,4,7,1,0,2,1,0
C750001,20190912,15,27,40,7,2,10,1,11,1,3,1,0,0
C750001,20190913,15.625,19,56,15,2,20,4,9,0,4,0,0,0
C750001,20190914,16.625,11,24,3,4,11,3,10,1,3,3,0,0
C750001,20190915,14.125,3,43,6,6,14,0,7,2,3,1,1,0
C750001,20190916,10.75,16,51,8,2,19,3,6,0,3,0,0,0
C750001,20190917,17.125,22,44,10,3,13,3,7,2,1,1,1,0
C750001,20190918,6.25,19,65,13,4,14,3,6,3,3,1,1,0
C750001,20190919,12.25,31,31,1,6,12,5,3,2,2,0,0,0
C750001,20190920,16.375,28,50,14,4,17,2,11,3,11,1,0,1
C750001,20190921,8.875,19,49,3,6,8,5,3,2,4,1,0,0
C750001,20190922,15.875,15,36,9,2,10,2,5,2,3,2,5,1
C750001,20190923,4.625,24,35,13,3,12,5,1,2,3,2,0,0
C750001,20190924,30.125,22,35,11,3,11,5,4,1,4,2,0,0
C750001,20190925,15.375,25,50,15,9,12,6,8,1,0,1,0,0
C750001,20190926,16.75,16,48,10,2,14,1,4,4,3,0,0,0
C750001,20190927,22.75,16,56,5,6,18,2,5,2,8,3,0,0
C750001,20190928,13.75,13,38,13,2,8,5,2,2,5,1,0,0
C750001,20190929,11.5,17,32,6,2,14,4,6,2,2,0,0,0
C750001,20190930,23,22,48,5,5,14,4,10,2,2,2,0,0
C750001,20191001,28.5,25,41,11,5,20,3,4,1,3,1,0,0
C750001,20191002,17.875,22,51,13,3,11,6,5,1,3,2,0,0
C750001,20191003,12.375,24,68,16,6,15,3,4,1,7,1,2,0
C750001,20191004,17.25,30,46,6,4,13,4,9,0,7,4,1,0
C750001,20191005,21.875,11,27,1,4,10,7,4,3,5,1,1,0
C750001,20191006,12.375,14,49,3,5,17,1,11,2,7,1,0,0
C750001,20191007,16.5,19,43,2,5,19,2,5,2,0,0,0,0
C750001,20191008,20.75,25,45,5,2,21,4,7,6,2,1,0,3
C750001,20191009,17.125,24,38,4,3,12,4,6,5,1,0,0,1
C750001,20191010,18.75,24,33,7,5,22,4,5,1,8,0,0,0
C750001,20191011,103.875,24,42,5,8,20,0,8,0,2,1,0,0
C750001,20191012,-53.625,16,26,4,2,14,1,7,3,4,1,2,0
C750001,20191013,11.125,9,44,7,4,15,6,10,2,3,0,1,0
C750001,20191014,24.25,23,38,6,4,14,3,6,2,2,0,0,0
C750001,20191015,9.375,19,35,5,4,12,1,7,3,2,0,0,0
C750001,20191016,25.25,24,34,9,1,21,2,4,4,4,1,0,0
C750001,20191017,31.375,12,45,5,0,15,1,10,2,4,1,0,0
C750001,20191018,20.875,22,35,5,5,11,1,7,0,8,2,0,0
C750001,20191019,16.125,15,37,6,2,11,2,10,1,3,1,1,0
C750001,20191020,15.75,26,32,5,3,16,2,5,1,3,0,0,0
C750001,20191021,11.375,21,43,3,6,12,2,14,1,0,1,0,0
C750001,20191022,15.625,11,45,9,7,16,4,5,2,5,1,0,0
C750001,20191023,14.625,18,38,9,0,15,1,8,1,6,1,0,0
C750001,20191024,18.625,17,46,7,2,16,4,5,0,7,0,0,0
C750001,20191025,22.25,27,46,6,8,15,5,8,1,2,2,1,0
C750001,20191026,13.875,14,31,6,8,8,0,7,1,4,2,0,0
C750001,20191027,7.625,17,24,3,3,13,2,3,2,9,0,0,0
C750001,20191028,18,27,45,3,3,19,3,8,3,0,2,0,0
C750001,20191029,21,13,45,8,7,14,5,4,2,3,1,0,0
C750001,20191030,19.375,21,42,4,3,18,4,7,2,1,0,1,0
C750001,20191031,15.5,14,49,6,4,18,1,5,1,6,1,2,1
C750001,20191101,25.75,12,48,3,8,17,3,7,1,2,4,0,0
C750001,20191102,10.375,20,39,9,3,12,2,6,3,8,14,0,0
C750001,20191103,20.25,17,32,4,5,10,5,7,1,4,0,1,0
C750001,20191104,21,24,41,3,6,22,1,7,3,3,1,0,0
C750001,20191105,27.125,18,45,7,4,13,2,8,5,1,0,0,0
C750001,20191106,29.375,20,40,12,2,11,2,7,0,2,0,0,0
C750001,20191107,28.375,28,30,4,4,11,2,5,1,2,1,0,0
C750001,20191108,47.375,20,28,4,6,19,2,7,1,3,0,0,0
C750001,20191109,14.375,14,33,4,1,10,3,5,3,4,2,0,0
C750001,20191110,-3.875,20,43,2,0,11,2,4,2,1,0,0,0
C750001,20191111,14.75,11,46,4,0,9,4,10,3,3,2,0,0
C750001,20191112,13.875,21,23,3,2,13,3,6,1,4,0,0,0
C750001,20191113,8.75,18,57,4,5,21,3,8,0,2,0,0,0
C750001,20191114,18.5,17,49,5,4,17,2,4,2,3,1,0,0
C750001,20191115,18.5,18,35,6,4,14,2,4,2,3,0,0,0
C750001,20191116,15.375,18,33,7,3,19,3,5,2,5,1,0,0
C750001,20191117,12.625,18,47,3,6,9,5,3,1,2,0,0,0
C750001,20191118,12.625,21,26,4,6,18,5,5,4,3,3,0,0
C750001,20191119,17.25,33,28,6,1,4,1,10,2,2,0,0,0
C750001,20191120,22,31,48,6,1,16,0,6,1,4,0,0,0
C750001,20191121,7.5,19,43,5,4,17,2,5,1,3,0,1,0
C750001,20191122,18.625,31,51,10,6,8,2,9,0,1,1,1,0
C750001,20191123,15,29,25,1,1,17,5,7,1,5,1,0,0
C750001,20191124,13.375,20,30,11,5,10,2,11,2,4,0,0,2
C750001,20191125,16.25,17,35,3,6,13,4,8,3,0,3,0,0
C750001,20191126,23.375,16,28,5,7,14,1,2,1,2,2,0,0
C750001,20191127,11.5,21,36,2,9,15,2,5,2,4,0,0,0
C750001,20191129,19.375,17,38,3,1,4,1,4,2,2,2,0,1
C750001,20191130,16.625,21,34,6,5,3,2,1,1,2,1,0,0
C750001,20191201,13.125,10,30,3,6,6,3,5,3,3,0,0,0
C750001,20191202,8.5,26,33,3,2,9,7,5,2,7,0,0,0
C750001,20191203,13,23,46,12,3,7,4,6,0,3,0,0,0
C750001,20191204,18.125,17,34,14,3,17,2,6,1,3,0,0,2
C750001,20191205,21.625,28,45,20,2,14,4,5,2,5,0,0,0
C750001,20191206,16.75,20,41,21,3,24,3,8,0,2,0,0,0
C750001,20191207,15.625,23,37,22,7,13,2,8,3,6,1,0,0
C750001,20191208,19.75,20,30,18,2,7,3,7,1,1,0,0,0
C750001,20191209,22.5,13,47,13,2,9,4,7,1,3,2,0,0
C750001,20191210,13.125,17,28,25,6,17,4,4,1,3,0,0,0
C750001,20191211,25.125,17,55,18,7,25,4,11,1,2,0,0,0
C750001,20191212,29,25,38,8,8,16,2,4,2,2,1,0,0
C750001,20191213,7.625,12,41,11,5,14,3,15,3,2,2,0,0
C750001,20191214,15.125,16,24,13,5,17,3,11,2,5,0,0,0
C750001,20191215,11.625,17,28,8,3,13,0,9,0,4,1,0,0
C750001,20191216,10.875,18,36,14,7,12,1,8,2,2,2,0,0
C750001,20191217,7.5,19,44,7,8,19,1,4,2,3,5,0,0
C750001,20191218,9.75,25,38,12,8,17,3,6,4,3,0,0,0
C750001,20191219,9.25,17,38,15,3,11,2,5,2,2,0,0,0
C750001,20191220,13.375,22,41,12,4,13,0,11,1,3,0,0,0
C750001,20191221,16.5,14,35,4,7,13,5,8,1,9,3,0,2
C750001,20191222,12.25,28,34,18,4,11,3,5,0,3,0,0,0
C750001,20191223,9.375,22,38,10,4,14,4,9,0,4,2,1,0
C750001,20191224,19.25,22,29,12,2,20,4,4,1,6,2,0,0
C750001,20191226,7.75,15,36,14,2,15,1,0,2,1,1,0,0
C750001,20191227,15.25,12,40,10,4,11,4,0,2,0,0,0,0
C750001,20191228,16.5,13,27,9,1,8,3,0,1,2,3,0,0
C750001,20191229,9.5,17,24,12,1,9,2,0,1,2,2,0,0
C750001,20191230,16.625,17,45,10,2,12,2,4,1,3,0,0,0
C750001,20191231,10.875,22,34,4,1,8,2,6,1,9,0,0,0
C750001,20200101,8.375,10,18,6,3,6,2,3,4,6,2,0,0
C750001,20200102,25.625,18,39,11,2,16,3,5,0,1,3,0,0
C750001,20200103,13.875,19,63,9,4,11,4,3,0,6,0,0,0
C750001,20200104,21,15,26,4,1,14,3,5,1,1,0,0,0
C750001,20200105,15.25,15,27,10,3,13,1,6,1,5,1,0,0
C750001,20200106,9.25,12,34,10,2,12,3,11,2,5,1,0,0
C750001,20200107,23.375,24,29,19,6,8,2,9,2,0,0,0,0
C750001,20200108,7.5,15,39,14,9,6,3,1,0,3,1,0,0
C750001,20200109,7,24,47,10,3,11,2,5,0,7,0,0,0
C750001,20200110,24.25,13,40,4,8,11,5,12,2,6,0,0,0
C750001,20200111,18,16,28,5,7,10,3,6,1,3,3,0,0
C750001,20200112,20.25,12,18,5,5,11,3,2,2,3,2,0,0
C750001,20200113,9.75,15,28,13,4,14,2,5,2,2,0,0,0
C750001,20200114,15.75,20,41,6,4,10,2,4,0,5,1,0,2
C750001,20200115,21.25,16,31,4,4,9,2,5,2,6,0,0,0
C750001,20200116,11,11,24,5,6,7,2,6,2,2,0,0,0
C750001,20200117,9.125,16,33,5,1,12,4,6,6,5,0,0,0
C750001,20200118,13.625,23,26,6,2,14,1,7,1,5,0,1,0
C750001,20200119,10.25,11,33,12,5,7,3,9,0,3,1,0,0
C750001,20200120,10,13,34,9,3,12,2,3,0,3,3,0,0
C750001,20200121,12.25,15,43,16,5,12,0,3,0,2,0,0,0
C750001,20200122,13.75,14,56,17,3,15,2,6,1,6,0,0,0
C750001,20200123,14.625,29,34,13,6,9,3,6,0,7,0,0,0
C750001,20200124,9.625,18,48,19,5,8,2,12,1,2,0,0,0
C750001,20200125,17.75,16,52,6,3,8,5,6,3,7,0,0,1
C750001,20200126,16.75,20,35,10,4,8,6,5,0,5,1,0,0
C750001,20200127,13.375,18,50,11,2,9,4,10,2,2,0,0,0
C750001,20200128,15.5,18,49,14,4,12,2,6,1,4,0,0,0
C750001,20200129,18.25,21,58,23,11,9,2,6,3,4,1,0,0
C750001,20200130,20.125,16,40,22,1,18,2,7,4,2,1,0,0
C750001,20200131,15.75,24,39,26,3,22,2,7,0,6,1,0,0
C750001,20200201,14.75,19,43,23,0,18,2,5,2,5,2,1,0
C750001,20200202,22,14,21,11,4,8,1,5,2,3,3,0,0
C750001,20200203,8.375,19,63,16,2,13,5,6,2,12,2,0,0
C750001,20200204,13.25,17,35,26,3,17,1,10,2,3,0,0,1
C750001,20200205,14,17,64,15,4,8,4,10,1,5,0,0,0
C750001,20200206,11.375,13,65,22,4,20,2,6,0,6,0,0,0
C750001,20200207,15.25,15,46,20,1,19,2,8,3,4,0,0,0
C750001,20200208,15.625,27,34,13,2,12,2,6,2,3,2,0,0
C750001,20200209,14.75,16,43,12,11,15,2,6,1,3,2,0,0
C750001,20200210,14.875,14,48,19,2,15,1,11,1,5,0,0,0
C750001,20200211,12.625,26,40,14,5,8,1,9,1,6,0,0,0
C750001,20200212,14.375,22,56,14,7,16,3,2,0,3,0,0,0
C750001,20200213,20.75,28,34,15,5,9,2,3,2,3,0,0,0
C750001,20200214,8.375,9,35,10,8,8,2,5,5,7,1,0,0
C750001,20200215,7.5,17,53,13,6,13,2,11,2,3,1,0,0
C750001,20200216,19.875,13,38,11,5,15,2,7,2,5,0,0,0
C750001,20200217,9.75,15,39,11,5,10,2,11,1,3,1,0,0
C750001,20200218,6.125,25,55,8,2,7,4,4,3,4,0,0,0
C750001,20200219,25.125,16,45,16,3,14,1,6,2,2,4,0,0
C750002,20180221,17.75,15,52,4,0,15,1,4,1,3,0,0,0
C750002,20180222,15.75,22,48,1,0,10,2,9,2,2,1,0,0
C750002,20180223,10.375,18,87,2,0,22,1,5,1,5,1,0,0
C750002,20180224,18.75,15,50,3,0,14,0,11,1,10,0,1,1
C750002,20180225,13.75,23,58,2,0,21,2,11,2,9,1,0,1
C750002,20180226,8.5,23,60,2,0,27,2,10,2,3,1,0,0
C750002,20180227,14.625,16,67,4,0,7,2,6,1,5,0,0,0
C750002,20180228,14.375,14,64,4,0,10,2,8,1,2,2,0,0
C750002,20180301,15.75,19,65,3,0,3,2,7,0,7,0,0,0
C750002,20180302,17.75,21,70,1,0,8,1,4,2,5,2,1,0
C750002,20180303,7.5,25,57,3,0,6,0,8,1,7,6,2,0
C750002,20180304,8.375,15,48,4,0,2,3,13,1,5,0,0,0
C750002,20180305,18.75,21,84,6,0,4,0,7,2,2,1,0,0
C750002,20180306,14.375,21,53,5,0,3,2,0,4,1,1,1,0
C750002,20180307,11,20,56,3,0,1,2,7,1,6,0,0,0
C750002,20180308,18.625,17,60,3,0,1,5,6,1,1,4,0,0
C750002,20180309,11,22,76,0,0,10,3,9,2,5,1,0,0
C750002,20180310,19.375,17,77,1,0,12,1,5,0,5,4,1,1
C750002,20180311,10.375,20,94,1,0,5,3,12,0,5,1,0,1
C750002,20180312,14.25,21,58,5,0,5,0,8,2,2,0,1,0
C750002,20180313,12.625,11,55,1,0,2,1,2,1,2,0,0,0
C750002,20180314,14.625,20,54,1,0,2,4,6,2,7,0,0,4
C750002,20180315,15.625,26,67,3,0,0,3,9,0,6,1,1,0
C750002,20180316,14.5,32,78,1,0,5,1,8,1,3,1,0,0
C750002,20180317,17.5,28,63,2,0,3,2,5,1,2,0,0,0
C750002,20180318,20.875,20,110,2,0,7,2,5,1,2,3,0,1
C750002,20180319,10.875,0,58,0,0,2,1,5,0,2,1,0,0
C750002,20180320,13.375,0,55,0,0,6,1,4,5,6,2,0,0
C750002,20180321,13.25,0,63,2,0,7,0,6,1,5,0,0,0
C750002,20180322,13,0,49,2,0,4,3,8,0,7,2,0,0
C750002,20180323,6.625,0,62,0,0,3,3,5,7,4,0,1,2
C750002,20180324,7.75,0,80,1,0,5,5,12,1,4,2,0,0
C750002,20180325,9.5,0,77,1,0,12,2,11,3,4,1,0,2
C750002,20180326,13.25,0,75,0,0,5,1,1,2,1,1,0,0
C750002,20180327,5,0,61,0,0,2,3,6,2,2,1,0,0
C750002,20180328,13.75,0,75,1,0,2,2,7,3,3,1,0,0
C750002,20180329,11.625,0,66,1,0,4,2,9,1,3,0,0,0
C750002,20180330,15.625,0,75,1,0,8,5,4,2,5,0,1,0
C750002,20180331,5.875,0,85,1,0,3,2,13,3,7,6,2,0
C750002,20180401,23,0,71,2,0,6,3,8,3,2,1,0,1
C750002,20180402,23.625,0,57,0,0,3,2,0,2,6,0,1,1
C750002,20180403,12.125,0,65,0,0,2,3,3,1,3,0,0,0
C750002,20180404,15,0,75,1,0,2,3,6,3,2,0,1,1
C750002,20180405,2.375,0,104,0,0,2,2,9,1,3,1,0,0
C750002,20180406,28.125,0,76,1,0,2,1,1,3,4,0,1,0
C750002,20180407,-31.25,0,78,0,0,6,2,8,4,6,1,0,1
C750002,20180408,53.375,0,65,0,0,13,1,11,1,8,2,0,0
C750002,20180409,9.875,0,71,0,0,1,3,1,3,1,0,0,0
C750002,20180410,2.375,0,68,0,0,3,2,3,0,2,1,0,0
C750002,20180411,23.625,0,57,0,0,8,3,4,2,4,0,1,0
C750002,20180412,-3.375,0,76,0,0,6,1,5,1,1,3,0,0
C750002,20180413,8.625,0,76,1,0,1,1,7,3,7,2,0,1
C750002,20180414,8.875,0,56,0,0,4,3,12,0,2,3,0,0
C750002,20180415,14.875,0,50,0,0,5,2,6,2,4,0,1,0
C750002,20180416,13.375,0,68,1,0,2,1,6,4,1,2,1,0
C750002,20180417,5.25,0,40,0,0,5,3,1,1,7,2,0,1
C750002,20180418,0.875,0,61,0,0,2,1,5,2,4,2,1,0
C750002,20180419,21,0,50,0,0,2,6,6,1,2,1,1,0
C750002,20180420,6.75,0,86,0,0,7,1,5,3,1,2,0,1
C750002,20180421,9.75,0,71,0,0,1,2,5,2,6,2,0,0
C750002,20180422,15.625,0,75,1,0,5,3,5,0,2,1,0,0
C750002,20180423,15.625,32,44,0,0,4,4,3,1,1,1,0,0
C750002,20180424,12.375,27,68,0,0,1,5,9,4,4,0,0,0
C750002,20180425,26.25,24,61,2,0,1,0,4,2,3,0,0,1
C750002,20180426,7.875,22,47,0,0,3,3,3,3,4,0,1,1
C750002,20180427,19.75,29,52,0,0,2,4,9,3,1,1,0,1
C750002,20180428,13.375,21,79,0,0,1,2,9,0,3,0,0,0
C750002,20180429,22.375,39,67,0,0,3,0,5,3,3,1,1,1
C750002,20180430,16.75,32,61,1,0,0,2,1,2,4,2,0,0
C750002,20180501,8.5,24,70,2,0,4,1,6,2,1,1,1,0
C750002,20180502,14.375,19,64,2,0,2,3,3,2,3,1,1,0
C750002,20180503,11.125,28,54,10,0,2,3,5,3,9,2,0,0
C750002,20180504,16.25,24,67,16,0,2,6,7,1,5,0,0,1
C750002,20180505,11.125,22,49,4,0,2,1,3,0,6,3,0,0
C750002,20180506,31.125,25,57,8,0,3,4,4,1,7,1,0,0
C750002,20180507,11.875,28,44,9,0,0,2,3,1,4,2,0,0
C750002,20180508,10,18,44,7,0,0,1,7,0,9,2,0,0
C750002,20180509,12.5,18,65,6,0,5,4,5,3,1,0,0,0
C750002,20180510,9.75,15,60,7,0,3,4,8,3,5,2,0,3
C750002,20180511,9.5,22,85,13,0,8,1,8,2,1,0,0,0
C750002,20180512,12.625,22,59,2,0,2,0,5,2,3,0,0,2
C750002,20180513,15.5,15,53,7,0,4,3,11,6,6,4,0,5
C750002,20180514,11.75,26,44,2,0,2,0,4,2,4,4,0,0
C750002,20180515,16.25,30,44,5,0,2,2,8,3,7,0,0,1
C750002,20180516,22.75,31,55,7,0,5,2,6,1,8,0,0,0
C750002,20180517,18.5,22,70,7,0,6,4,6,1,3,1,0,1
C750002,20180518,14.25,30,61,6,0,2,2,7,3,3,1,0,2
C750002,20180519,15.375,21,53,5,0,3,2,5,0,5,1,2,0
C750002,20180520,17.875,20,49,2,0,1,1,10,2,11,3,0,2
C750002,20180521,18.375,20,37,5,0,7,1,4,0,0,0,0,0
C750002,20180522,15.25,33,63,5,0,2,3,2,0,5,1,0,1
