id,member_id,loan_amnt,funded_amnt,term,int_rate,exp_default_rate,service_fee_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,is_inc_v,accept_d,exp_d,list_d,credit_pull_d,review_status_d,review_status,url,desc,purpose,title,zip_code,addr_state,msa,acc_now_delinq,acc_open_past_24mths,bc_open_to_buy,percent_bc_gt_75,bc_util,dti,delinq_2yrs,delinq_amnt,earliest_cr_line,fico_range_low,fico_range_high,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,mths_since_recent_inq,mths_since_recent_revol_delinq,mths_since_recent_bc,mort_acc,open_acc,pub_rec,total_bal_ex_mort,revol_bal,revol_util,total_bc_limit,total_acc,total_il_high_credit_limit,num_rev_accts,mths_since_recent_bc_dlq,initial_list_status,ils_exp_d,pub_rec_bankruptcies,num_accts_ever_120_pd,chargeoff_within_12_mths,collections_12_mths_ex_med,tax_liens,mths_since_last_major_derog,num_sats,num_tl_op_past_12m,mo_sin_rcnt_tl,tot_hi_cred_lim,tot_cur_bal,avg_cur_bal,num_bc_tl,num_actv_bc_tl,num_bc_sats,pct_tl_nvr_dlq,num_tl_90g_dpd_24m,num_tl_30dpd,num_tl_120dpd_2m,num_il_tl,mo_sin_old_il_acct,num_actv_rev_tl,mo_sin_old_rev_tl_op,mo_sin_rcnt_rev_tl_op,total_rev_hi_lim,num_rev_tl_bal_gt_0,num_op_rev_tl,tot_coll_amt,effective_int_rate,application_type,disbursement_method,annual_inc_joint,dti_joint,verified_status_joint,open_acc_6m,open_act_il,open_il_12m,open_il_24m,mths_since_rcnt_il,total_bal_il,il_util,open_rv_12m,open_rv_24m,max_bal_bc,all_util,inq_fi,total_cu_tl,inq_last_12m,mtg_payment,housing_payment,revol_bal_joint,sec_app_fico_range_low,sec_app_fico_range_high,sec_app_earliest_cr_line,sec_app_inq_last_6mths,sec_app_mort_acc,sec_app_open_acc,sec_app_revol_util,sec_app_open_act_il,sec_app_num_rev_accts,sec_app_chargeoff_within_12_mths,sec_app_collections_12_mths_ex_med,sec_app_mths_since_last_major_derog
"152759870","187650908","26000.0","14425.0","36","20.00","12.86","1.42","966.26","D","D2","Building Engineer","2 years","RENT","93000.0","Not Verified","06-05-2019 21:07:59","07-06-2019 06:00:00","06-06-2019 06:00:00","05-31-2019 16:21:24","06-05-2019 21:22:02","Approved","https://lendingclub.com/browse/loanDetail.action?loan_id=152759870"," ","Medical expenses","Medical expenses","606xx","IL","","0","6","4846","25.0","66.6","22.94","0","0.0","06-29-2005 17:00:00","680","684","0"," ","63","8"," ","7","0","12","1","71431","17248.0","52.7","14500","14","63658","9"," ","f","","1","0","0","0","0","null","12","2","7","96358","71431","6494","5","3","5","100","0","0","0","5","143","6","167","7","32700","6","9","0","19.20","INDIVIDUAL","CASH"," "," "," ","0","3","1","3","8","54183.0","85.1","1","3","4912.0","74.1","3","0","1","0"," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"152966674","187986736","33325.0","16700.0","36","7.56","2.02","0.84","1037.54","A","A3","Executive Director","3 years","RENT","210000.0","Verified","06-04-2019 11:43:27","07-05-2019 10:00:00","06-05-2019 10:00:00","06-04-2019 11:36:16","06-05-2019 06:00:59","Approved","https://lendingclub.com/browse/loanDetail.action?loan_id=152966674"," ","Moving and relocation","Moving and relocation","900xx","CA","","0","2","29046","62.5","67.2","38.65","0","0.0","06-03-2004 17:00:00","685","689","0","42"," "," ","42","24","2","16","0","196983","96854.0","65.6","125900","22","138660","11"," ","f","","0","0","0","0","0","null","16","1","8","329353","196983","13132","8","8","8","95","0","0","0","8","180","8","167","24","128200","8","10","72","7.56","JOINT","CASH","440000.0","26.28","Source Verified","0","5","1","1","8","37893.0","35.5","0","1","35730.0","51.2","0","0","0","0"," ","233403","695","699","04-03-1991 16:00:00","0","2","16","63.5","7","11","0","0"," "
"153001069","188103316","35000.0","20000.0","60","15.57","7.33","0.83","843.16","C","C3","Operations Manager","5 years","MORTGAGE","141000.0","Source Verified","06-05-2019 12:39:29","07-06-2019 10:00:00","06-06-2019 10:00:00","06-05-2019 05:24:36","06-06-2019 05:57:34","Approved","https://lendingclub.com/browse/loanDetail.action?loan_id=153001069"," ","Other","Other","284xx","NC","","0","8","10685","0.0","14.5","3.17","0","0.0","12-04-2007 16:00:00","675","679","1","45"," ","5"," ","7","1","5","0","14020","8013.0","40.1","12500","17","0","5"," ","f","","0","2","0","0","0","45","5","3","5","258613","241697","48339","4","2","2","86","0","0","0","10","138","3","94","7","20000","3","3","0","15.33","INDIVIDUAL","CASH"," "," "," ","1","0","1","3","5","0.0"," ","1","3","1389.0","50.8","1","0","6","1186.75"," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"153094277","188209173","35000.0","21350.0","60","16.40","7.33","0.83","858.59","C","C4","patient transition liaison","5 years","RENT","84000.0","Not Verified","06-06-2019 08:46:22","07-06-2019 18:00:00","06-06-2019 18:00:00","06-06-2019 08:40:16","06-06-2019 13:53:28","Approved","https://lendingclub.com/browse/loanDetail.action?loan_id=153094277"," ","Debt consolidation","Debt consolidation","212xx","MD","","0","4","29061","78.6","60.9","25.24","0","0.0","01-05-1995 16:00:00","660","664","0"," "," ","8"," ","4","0","26","0","58568","58568.0","57.4","74400","37","0","34"," ","f","","0","0","0","0","0","null","26","3","4","102100","58568","2253","17","12","14","100","0","0","0","3","143","19","293","4","102100","19","26","589","16.16","INDIVIDUAL","DIRECT_PAY"," "," "," ","1","0","0","0","76","0.0"," ","3","4","7467.0","57.4","0","0","3","0"," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"153119250","188234967","40000.0","25050.0","36","11.02","5.15","1.01","1309.93","B","B2","","< 1 year","MORTGAGE","300000.0","Verified","06-06-2019 12:48:25","07-06-2019 18:00:00","06-06-2019 18:00:00","06-06-2019 12:47:16","06-06-2019 13:54:39","Approved","https://lendingclub.com/browse/loanDetail.action?loan_id=153119250"," ","Debt consolidation","Debt consolidation","995xx","AK","","0","2","35124","57.1","51.4","18.26","8","0.0","09-05-2004 17:00:00","705","709","0","12"," ","21","16","22","4","14","0","90766","37076.0","51.4","72200","35","168176","16","16","f","","0","0","0","0","0","16","14","0","22","496876","130759","9340","16","6","7","77","2","0","0","15","177","6","150","22","72200","6","7","0","10.91","INDIVIDUAL","CASH"," "," "," ","0","6","0","1","22","53690.0","30.9","0","1","12090.0","41.3","1","2","0","2945"," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"153408047","188559185","5000.0","3525.0","36","22.50","12.63","1.49","192.25","D","D3","","< 1 year","RENT","49000.0","Not Verified","06-12-2019 08:03:59","07-16-2019 14:00:00","06-16-2019 14:00:00","06-12-2019 08:01:24","06-16-2019 10:26:10","Approved","https://lendingclub.com/browse/loanDetail.action?loan_id=153408047"," ","Debt consolidation","Debt consolidation","339xx","FL","","0","7","1005","83.3","92.2","23.32","0","0.0","10-11-1986 17:00:00","680","684","1","53"," ","6"," ","10","3","10","0","33211","12899.0","92.8","12900","28","25232","13"," ","f","","0","1","0","0","0","59","10","4","6","39132","33211","3321","10","6","6","92","0","0","0","12","60","7","392","10","13900","7","7","0","21.73","INDIVIDUAL","CASH"," "," "," ","1","3","3","5","6","20312.0","80.5","1","2","7863.0","84.9","5","0","4","0"," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"152996994","188096217","40000.0","12775.0","60","8.19","2.22","0.60","814.7","A","A4","Supervisory Investigator","2 years","MORTGAGE","72000.0","Not Verified","06-04-2019 21:51:28","07-06-2019 10:00:00","06-06-2019 10:00:00","06-04-2019 20:17:47","06-06-2019 06:18:47","Approved","https://lendingclub.com/browse/loanDetail.action?loan_id=152996994"," ","Debt consolidation","Debt consolidation","808xx","CO","","0","6","49728","8.3","28.4","58.5","0","0.0","11-04-1999 16:00:00","720","724","1"," "," ","1"," ","8","3","26","0","201773","41214.0","39.2","69500","53","198032","33"," ","f","","0","0","0","0","0","null","26","2","6","303132","201773","7761","19","6","12","100","0","0","0","17","165","9","235","8","105100","9","20","0","8.22","JOINT","DIRECT_PAY","157000.0","29.89","Not Verified","1","6","1","3","6","160559.0","89.0","1","2","6208.0","58.1","3","4","7","0"," ","81621","690","694","11-04-1999 16:00:00","1","2","21","59.7","7","20","0","0"," "
"153319652","188458385","20000.0","15400.0","36","11.71","5.14","1.03","661.52","B","B3","Owner/operator ","1 year","RENT","45000.0","Not Verified","06-10-2019 19:01:09","07-11-2019 14:00:00","06-11-2019 14:00:00","06-10-2019 18:54:37","06-11-2019 09:52:54","Approved","https://lendingclub.com/browse/loanDetail.action?loan_id=153319652"," ","Debt consolidation","Debt consolidation","211xx","MD","","0","5","6198","20.0","64.0","8.59","0","0.0","12-10-2008 16:00:00","670","674","0","27"," ","10"," ","4","0","9","0","21673","12711.0","57.3","17200","13","8285","11"," ","f","","0","1","0","0","0","27","9","2","4","30485","21673","2709","7","4","6","92","0","0","0","1","10","6","126","4","22200","6","8","0","11.60","INDIVIDUAL","DIRECT_PAY"," "," "," ","1","1","1","1","10","8962.0","108.2","1","4","6414.0","71.1","2","0","1","0"," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"153060423","188178159","40000.0","10775.0","36","25.00","12.86","1.42","1590.4","D","D4","","n/a","MORTGAGE","0.0","Not Verified","06-05-2019 16:04:30","07-08-2019 18:00:00","06-08-2019 18:00:00","06-05-2019 15:31:56","06-08-2019 15:35:22","Approved","https://lendingclub.com/browse/loanDetail.action?loan_id=153060423"," ","Debt consolidation","Debt consolidation","640xx","MO","","0","9","18036","12.5","45.8","9999.0","0","0.0","10-04-2005 17:00:00","670","674","0"," ","60","7"," ","6","0","12","1","76978","15264.0","41.7","33300","28","69958","20"," ","f","","1","0","0","0","0","null","12","4","6","106558","76978","6415","12","4","8","100","0","0","0","8","130","4","164","6","36600","4","10","0","24.20","JOINT","CASH","165000.0","17.18","Not Verified","1","2","1","3","7","61714.0","80.7","3","6","8300.0","59.8","3","3","2","0"," ","40231","620","624","02-04-2006 16:00:00","2","4","10","80.4","3","17","0","0"," "
"153225146","188352336","24000.0","11950.0","60","11.02","5.48","0.75","522.06","B","B2","","< 1 year","MORTGAGE","130000.0","Not Verified","06-08-2019 18:26:06","07-09-2019 06:00:00","06-09-2019 06:00:00","06-08-2019 18:20:46","06-08-2019 18:32:57","Approved","https://lendingclub.com/browse/loanDetail.action?loan_id=153225146"," ","Home buying","Home buying","064xx","CT","","0","6","8650","20.0","62.6","10.49","0","0.0","06-08-2006 17:00:00","690","694","0"," ","74","9"," ","6","3","13","1","30538","18198.0","38.0","23100","19","42071","14"," ","f","","1","0","0","0","0","null","13","3","6","89971","30538","2349","6","4","5","100","0","0","0","2","57","7","145","6","47900","7","11","0","10.91","INDIVIDUAL","CASH"," "," "," ","1","2","0","0","57","12340.0","29.3","3","6","6062.0","33.9","0","0","1","0"," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"153258369","188387711","30000.0","21075.0","36","8.81","2.16","0.86","951.35","A","A5","Event Coordinator","10+ years","RENT","130000.0","Not Verified","06-09-2019 19:37:24","07-10-2019 14:00:00","06-10-2019 14:00:00","06-09-2019 19:31:10","06-10-2019 09:55:29","Approved","https://lendingclub.com/browse/loanDetail.action?loan_id=153258369"," ","Debt consolidation","Debt consolidation","327xx","FL","","0","1","5271","100.0","83.8","13.42","0","0.0","05-09-2010 17:00:00","690","694","0"," ","113"," "," ","6","0","6","1","37197","27229.0","61.2","32500","9","26765","7"," ","f","","1","0","0","0","0","null","6","1","6","71265","37197","6200","4","3","3","100","0","0","0","2","99","3","109","6","44500","3","5","0","8.80","INDIVIDUAL","DIRECT_PAY"," "," "," ","1","1","0","0","25","9968.0","37.2","1","1","14816.0","52.2","0","1","0","0"," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"151864335","185805061","40000.0","30000.0","36","12.40","5.14","1.03","1336.23","B","B4","Superintendent ","5 years","MORTGAGE","84000.0","Verified","06-09-2019 17:27:43","07-11-2019 10:00:00","06-11-2019 10:00:00","05-15-2019 12:33:53","06-11-2019 06:04:41","Approved","https://lendingclub.com/browse/loanDetail.action?loan_id=151864335"," ","Debt consolidation","Debt consolidation","681xx","NE","","0","3","6198","40.0","85.0","31.83","1","0.0","08-14-2004 17:00:00","680","684","0","7"," ","8"," ","8","1","11","0","70124","36361.0","75.1","41400","22","55874","12"," ","f","","0","0","0","0","0","null","11","3","8","284774","239515","21774","6","4","5","95","0","0","0","9","99","5","177","8","48400","5","7","0","12.29","JOINT","DIRECT_PAY","176000.0","17.45","Verified","0","3","1","1","11","33763.0","60.4","2","2","19273.0","67.2","1","4","5","1516.53"," ","62856","670","674","03-14-2004 16:00:00","1","0","9","62.9","0","12","0","0"," "
"153259625","188398986","20000.0","15175.0","36","8.19","2.16","0.86","628.49","A","A4","Service Unit Manager","10+ years","MORTGAGE","90000.0","Source Verified","06-11-2019 13:16:39","07-11-2019 18:00:00","06-11-2019 18:00:00","06-09-2019 22:06:20","06-11-2019 13:55:23","Approved","https://lendingclub.com/browse/loanDetail.action?loan_id=153259625"," ","Debt consolidation","Debt consolidation","956xx","CA","","0","2","2774","66.7","78.7","34.28","2","0.0","05-09-2007 17:00:00","680","684","0","12"," ","6","12","37","2","24","0","139210","12076.0","72.7","13000","28","150160","11","40","f","","0","2","0","0","0","67","24","0","20","325490","273533","11893","6","6","6","78","0","0","0","15","145","9","131","20","16600","9","10","0","8.18","INDIVIDUAL","DIRECT_PAY"," "," "," ","0","13","0","1","22","127134.0","89.9","0","1","5465.0","87.4","2","0","1","1161.75"," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"153230137","188357396","40000.0","30625.0","36","7.56","2.16","0.86","1245.36","A","A3","Registered Nurse","10+ years","MORTGAGE","140000.0","Source Verified","06-09-2019 01:40:34","07-12-2019 14:00:00","06-12-2019 14:00:00","06-08-2019 18:57:20","06-12-2019 09:55:18","Approved","https://lendingclub.com/browse/loanDetail.action?loan_id=153230137"," ","Debt consolidation","Debt consolidation","774xx","TX","","0","8","42413","28.6","47.7","13.94","0","0.0","08-08-2003 17:00:00","715","719","1"," "," ","6"," ","7","5","13","0","74285","38687.0","40.9","81100","42","58602","29"," ","f","","0","0","0","0","0","null","13","4","6","694655","589920","45378","23","5","7","100","0","0","0","8","143","5","190","7","94700","5","9","0","7.55","INDIVIDUAL","DIRECT_PAY"," "," "," ","1","2","1","1","6","35598.0","98.0","3","6","17479.0","47.9","0","1","2","4398.33"," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"153379255","188519967","25000.0","21600.0","60","10.33","5.48","0.75","535.25","B","B1","Owner","10+ years","MORTGAGE","250000.0","Not Verified","06-12-2019 08:17:48","07-12-2019 14:00:00","06-12-2019 14:00:00","06-12-2019 08:11:44","06-12-2019 09:52:57","Approved","https://lendingclub.com/browse/loanDetail.action?loan_id=153379255"," ","Credit card refinancing","Credit card refinancing","113xx","NY","","0","9","12791","72.7","68.2","8.83","1","0.0","11-11-2003 16:00:00","680","684","0","6"," "," ","6","6","4","23","0","41809","30857.0","64.6","40200","40","18415","27"," ","f","","0","1","0","0","0","45","23","3","6","792020","692518","31478","16","10","11","92","0","0","0","7","150","13","187","6","47800","13","18","0","10.22","INDIVIDUAL","CASH"," "," "," ","1","2","0","1","17","4962.0","26.9","3","8","4661.0","56.6","0","0","0","4556.25","1000"," "," "," "," "," "," "," "," "," "," "," "," "," "
"153198454","188325561","40000.0","19200.0","36","12.40","5.14","1.03","1336.23","B","B4","Senior Operations Accountant","1 year","RENT","112000.0","Not Verified","06-08-2019 09:33:25","07-08-2019 14:00:00","06-08-2019 14:00:00","06-08-2019 08:47:48","06-08-2019 09:57:25","Approved","https://lendingclub.com/browse/loanDetail.action?loan_id=153198454"," ","Credit card refinancing","Credit card refinancing","532xx","WI","","0","11","23550","14.3","39.6","16.74","0","0.0","07-07-2007 17:00:00","695","699","0"," ","97","7"," ","10","0","22","1","116376","18923.0","25.4","39000","49","96787","27"," ","f","","1","0","0","0","0","null","22","7","3","171287","116376","5290","11","4","7","100","0","0","0","22","143","9","83","3","74500","9","19","0","12.29","INDIVIDUAL","CASH"," "," "," ","2","3","4","4","7","97453.0","88.9","3","7","8205.0","40.3","4","2","13","0"," "," "," "," "," "," "," "," "," "," "," "," "," "," "
