,Commodity Name,City Name,Type,Package,Variety,Sub Variety,Grade,Date,Low Price,High Price,Mostly Low,Mostly High,Origin,Origin District,Item Size,Color,Environment,Unit of Sale,Quality,Condition,Appearance,Storage,Crop,Repack,Trans Mode
32,PUMPKINS,ATLANTA,,36 inch bins,HOWDEN TYPE,,,2017-09-30,150.0,150.0,150.0,150.0,CANADA,,med,,,,,,,,,N,
33,PUMPKINS,ATLANTA,,36 inch bins,HOWDEN TYPE,,,2017-09-30,140.0,145.0,140.0,145.0,MICHIGAN,,lge,,,,,,,,,N,
34,PUMPKINS,ATLANTA,,36 inch bins,HOWDEN TYPE,,,2017-09-30,140.0,140.0,140.0,140.0,TENNESSEE,,lge,,,,,,,,,N,
35,PUMPKINS,ATLANTA,,1 1/9 bushel cartons,PIE TYPE,,,2016-11-05,14.5,15.0,14.5,15.0,MICHIGAN,,sml,,,,,,,,,N,
36,PUMPKINS,ATLANTA,,1 1/9 bushel cartons,PIE TYPE,,,2016-11-12,14.5,15.0,14.5,15.0,MICHIGAN,,sml,,,,,,,,,N,
37,PUMPKINS,ATLANTA,,1 1/9 bushel cartons,PIE TYPE,,,2016-11-19,14.5,15.0,14.5,15.0,MICHIGAN,,sml,,,,,,,,,N,
38,PUMPKINS,ATLANTA,,1 1/9 bushel cartons,PIE TYPE,,,2016-11-26,14.5,15.0,14.5,15.0,MICHIGAN,,sml,,,,,,,,,N,
39,PUMPKINS,ATLANTA,,24 inch bins,PIE TYPE,,,2016-09-24,135.0,135.0,135.0,135.0,NORTH CAROLINA,,sml,,,,,,,,,N,
40,PUMPKINS,ATLANTA,,24 inch bins,PIE TYPE,,,2016-10-01,135.0,135.0,135.0,135.0,NORTH CAROLINA,,sml,,,,,,,,,N,
41,PUMPKINS,ATLANTA,,24 inch bins,PIE TYPE,,,2016-10-08,135.0,135.0,135.0,135.0,NORTH CAROLINA,,sml,,,,,,,,,N,
42,PUMPKINS,ATLANTA,,24 inch bins,PIE TYPE,,,2016-10-15,135.0,135.0,135.0,135.0,NORTH CAROLINA,,sml,,,,,,,,,N,
43,PUMPKINS,ATLANTA,,24 inch bins,PIE TYPE,,,2016-10-22,135.0,135.0,135.0,135.0,NORTH CAROLINA,,sml,,,,,,,,,N,
44,PUMPKINS,ATLANTA,,24 inch bins,PIE TYPE,,,2016-10-29,135.0,135.0,135.0,135.0,NORTH CAROLINA,,sml,,,,,,,,,N,
45,PUMPKINS,ATLANTA,,24 inch bins,PIE TYPE,,,2016-11-05,123.5,135.0,123.5,135.0,NORTH CAROLINA,,sml,,,,,,,,,N,
46,PUMPKINS,ATLANTA,,24 inch bins,PIE TYPE,,,2016-11-12,123.5,135.0,123.5,135.0,NORTH CAROLINA,,sml,,,,,,,,,N,
47,PUMPKINS,ATLANTA,,24 inch bins,PIE TYPE,,,2016-11-19,123.5,135.0,123.5,135.0,NORTH CAROLINA,,sml,,,,,,,,,N,
48,PUMPKINS,ATLANTA,,24 inch bins,PIE TYPE,,,2016-11-26,123.5,135.0,123.5,135.0,NORTH CAROLINA,,sml,,,,,,,,,N,
49,PUMPKINS,ATLANTA,,36 inch bins,PIE TYPE,,,2016-09-24,210.0,286.0,210.0,286.0,MICHIGAN,,sml,,,,,,,,,N,
50,PUMPKINS,ATLANTA,,36 inch bins,PIE TYPE,,,2016-10-01,210.0,286.0,210.0,286.0,MICHIGAN,,sml,,,,,,,,,N,
51,PUMPKINS,ATLANTA,,36 inch bins,PIE TYPE,,,2016-10-08,210.0,286.0,210.0,286.0,MICHIGAN,,sml,,,,,,,,,N,
52,PUMPKINS,ATLANTA,,36 inch bins,PIE TYPE,,,2016-10-15,210.0,286.0,210.0,286.0,MICHIGAN,,sml,,,,,,,,,N,
53,PUMPKINS,ATLANTA,,36 inch bins,PIE TYPE,,,2016-10-22,210.0,286.0,210.0,286.0,MICHIGAN,,sml,,,,,,,,,N,
54,PUMPKINS,ATLANTA,,36 inch bins,PIE TYPE,,,2016-10-29,210.0,286.0,210.0,286.0,MICHIGAN,,sml,,,,,,,,,N,
55,PUMPKINS,ATLANTA,,36 inch bins,PIE TYPE,,,2016-11-05,210.0,286.0,210.0,286.0,MICHIGAN,,sml,,,,,,,,,N,
56,PUMPKINS,ATLANTA,,1 1/9 bushel cartons,MINIATURE,FLAT TYPE,,2017-09-30,16.5,18.0,16.5,16.75,TENNESSEE,,,,,,,,,,,N,
0,PUMPKINS,BALTIMORE,,24 inch bins,,,,2017-04-29,270.0,280.0,270.0,280.0,,,lge,,,,,,,,,E,
1,PUMPKINS,BALTIMORE,,24 inch bins,,,,2017-05-06,270.0,280.0,270.0,280.0,,,lge,,,,,,,,,E,
2,PUMPKINS,BALTIMORE,,24 inch bins,HOWDEN TYPE,,,2016-09-24,160.0,160.0,160.0,160.0,DELAWARE,,med,,,,,,,,,N,
3,PUMPKINS,BALTIMORE,,24 inch bins,HOWDEN TYPE,,,2016-09-24,160.0,160.0,160.0,160.0,VIRGINIA,,med,,,,,,,,,N,
4,PUMPKINS,BALTIMORE,,24 inch bins,HOWDEN TYPE,,,2016-11-05,90.0,100.0,90.0,100.0,MARYLAND,,lge,,,,,,,,,N,
5,PUMPKINS,BALTIMORE,,24 inch bins,HOWDEN TYPE,,,2016-11-12,90.0,100.0,90.0,100.0,MARYLAND,,lge,,,,,,,,,N,
6,PUMPKINS,BALTIMORE,,36 inch bins,HOWDEN TYPE,,,2016-09-24,160.0,170.0,160.0,170.0,MARYLAND,,med,,,,,,,,,N,
7,PUMPKINS,BALTIMORE,,36 inch bins,HOWDEN TYPE,,,2016-09-24,160.0,160.0,160.0,160.0,PENNSYLVANIA,,lge,,,,,,,,,N,
8,PUMPKINS,BALTIMORE,,36 inch bins,HOWDEN TYPE,,,2016-10-01,160.0,170.0,160.0,170.0,MARYLAND,,med,,,,,,,,,N,
9,PUMPKINS,BALTIMORE,,36 inch bins,HOWDEN TYPE,,,2016-10-01,160.0,160.0,160.0,160.0,PENNSYLVANIA,,lge,,,,,,,,,N,
10,PUMPKINS,BALTIMORE,,36 inch bins,HOWDEN TYPE,,,2016-10-08,160.0,170.0,160.0,170.0,MARYLAND,,med,,,,,,,,,N,
11,PUMPKINS,BALTIMORE,,36 inch bins,HOWDEN TYPE,,,2016-10-08,160.0,160.0,160.0,160.0,PENNSYLVANIA,,lge,,,,,,,,,N,
12,PUMPKINS,BALTIMORE,,36 inch bins,HOWDEN TYPE,,,2016-10-15,150.0,160.0,150.0,160.0,MARYLAND,,lge,,,,,,,,,N,
13,PUMPKINS,BALTIMORE,,36 inch bins,HOWDEN TYPE,,,2016-10-15,150.0,170.0,150.0,170.0,MARYLAND,,med,,,,,,,,,N,
14,PUMPKINS,BALTIMORE,,36 inch bins,HOWDEN TYPE,,,2016-10-22,150.0,160.0,150.0,160.0,MARYLAND,,lge,,,,,,,,,N,
15,PUMPKINS,BALTIMORE,,36 inch bins,HOWDEN TYPE,,,2016-10-22,140.0,160.0,140.0,160.0,MARYLAND,,med,,,,,,,,,N,
16,PUMPKINS,BALTIMORE,,36 inch bins,HOWDEN TYPE,,,2016-10-29,100.0,160.0,100.0,160.0,MARYLAND,,lge,,,,,,,,,N,
17,PUMPKINS,BALTIMORE,,36 inch bins,HOWDEN TYPE,,,2016-10-29,130.0,160.0,130.0,160.0,MARYLAND,,med,,,,,,,,,N,
18,PUMPKINS,BALTIMORE,,36 inch bins,HOWDEN TYPE,,,2016-10-29,130.0,130.0,130.0,130.0,MARYLAND,,sml,,,,,,,,,N,
19,PUMPKINS,BALTIMORE,,36 inch bins,HOWDEN TYPE,,,2016-11-05,120.0,130.0,120.0,130.0,MARYLAND,,xlge,,,,,,,,,N,
20,PUMPKINS,BALTIMORE,,36 inch bins,HOWDEN TYPE,,,2016-11-05,100.0,130.0,100.0,130.0,MARYLAND,,lge,,,,,,,,,N,
21,PUMPKINS,BALTIMORE,,36 inch bins,HOWDEN TYPE,,,2016-11-05,90.0,100.0,90.0,100.0,MARYLAND,,med,,,,,,,,,N,
22,PUMPKINS,BALTIMORE,,36 inch bins,HOWDEN TYPE,,,2016-11-12,100.0,120.0,100.0,100.0,MARYLAND,,lge,,,,,,,,,N,
23,PUMPKINS,BALTIMORE,,36 inch bins,HOWDEN TYPE,,,2017-09-16,160.0,160.0,160.0,160.0,MARYLAND,,med-lge,ORANGE,,,,,,,,N,
24,PUMPKINS,BALTIMORE,,36 inch bins,HOWDEN TYPE,,,2017-09-23,160.0,160.0,160.0,160.0,MARYLAND,,med-lge,ORANGE,,,,,,,,N,
25,PUMPKINS,BALTIMORE,,36 inch bins,HOWDEN TYPE,,,2017-09-30,150.0,160.0,150.0,160.0,MARYLAND,,lge,ORANGE,,,,,,,,N,
26,PUMPKINS,BALTIMORE,,36 inch bins,HOWDEN TYPE,,,2017-09-30,150.0,160.0,150.0,160.0,MARYLAND,,med-lge,ORANGE,,,,,,,,N,
27,PUMPKINS,BALTIMORE,,24 inch bins,HOWDEN WHITE TYPE,,,2017-09-23,160.0,180.0,160.0,180.0,MARYLAND,,med,,,,,,,,,N,
28,PUMPKINS,BALTIMORE,,24 inch bins,HOWDEN WHITE TYPE,,,2017-09-30,180.0,180.0,180.0,180.0,MARYLAND,,med,,,,,,,,,N,
29,PUMPKINS,BALTIMORE,,24 inch bins,CINDERELLA,,,2017-06-03,380.0,380.0,380.0,380.0,,,xlge,,,,,,,,,E,
30,PUMPKINS,BALTIMORE,,24 inch bins,CINDERELLA,,,2017-06-10,380.0,380.0,380.0,380.0,,,xlge,,,,,,,,,E,
31,PUMPKINS,BALTIMORE,,24 inch bins,CINDERELLA,,,2017-06-17,380.0,380.0,380.0,380.0,,,xlge,,,,,,,,,E,
32,PUMPKINS,BALTIMORE,,24 inch bins,CINDERELLA,,,2017-08-19,200.0,200.0,200.0,200.0,MEXICO,,xlge,,,,,,,,,N,
33,PUMPKINS,BALTIMORE,,24 inch bins,CINDERELLA,,,2017-08-26,200.0,350.0,200.0,350.0,MEXICO,,xlge,,,,,,,,,N,
34,PUMPKINS,BALTIMORE,,24 inch bins,CINDERELLA,,,2017-09-02,350.0,350.0,350.0,350.0,MEXICO,,xlge,,,,,,,,,N,
35,PUMPKINS,BALTIMORE,,24 inch bins,CINDERELLA,,,2017-09-09,180.0,180.0,180.0,180.0,MARYLAND,,xlge,,,,,,,,,N,
36,PUMPKINS,BALTIMORE,,24 inch bins,CINDERELLA,,,2017-09-09,200.0,200.0,200.0,200.0,VIRGINIA,,xlge,,,,,,,,,N,
37,PUMPKINS,BALTIMORE,,24 inch bins,CINDERELLA,,,2017-09-16,180.0,200.0,180.0,200.0,MARYLAND,,xlge,,,,,,,,,N,
38,PUMPKINS,BALTIMORE,,24 inch bins,CINDERELLA,,,2017-09-16,180.0,200.0,180.0,200.0,VIRGINIA,,xlge,,,,,,,,,N,
39,PUMPKINS,BALTIMORE,,24 inch bins,CINDERELLA,,,2017-09-23,340.0,340.0,340.0,340.0,MARYLAND,,jbo,,,,,,,,,N,
40,PUMPKINS,BALTIMORE,,24 inch bins,CINDERELLA,,,2017-09-23,240.0,250.0,240.0,250.0,MARYLAND,,xlge,,,,,,,,,N,
41,PUMPKINS,BALTIMORE,,24 inch bins,CINDERELLA,,,2017-09-23,200.0,200.0,200.0,200.0,VIRGINIA,,xlge,,,,,,,,,N,
42,PUMPKINS,BALTIMORE,,24 inch bins,CINDERELLA,,,2017-09-30,340.0,340.0,340.0,340.0,MARYLAND,,jbo,,,,,,,,,N,
43,PUMPKINS,BALTIMORE,,24 inch bins,CINDERELLA,,,2017-09-30,240.0,250.0,240.0,250.0,MARYLAND,,xlge,,,,,,,,,N,
44,PUMPKINS,BALTIMORE,,24 inch bins,CINDERELLA,,,2017-09-30,180.0,200.0,180.0,200.0,VIRGINIA,,xlge,,,,,,,,,N,
45,PUMPKINS,BALTIMORE,,50 lb sacks,CINDERELLA,,,2017-08-12,29.0,29.0,29.0,29.0,COSTA RICA,,lge,,,,,,,,,N,
46,PUMPKINS,BALTIMORE,,50 lb sacks,CINDERELLA,,,2017-08-12,29.0,29.0,29.0,29.0,MEXICO,,lge,,,,,,,,,N,
47,PUMPKINS,BALTIMORE,,50 lb sacks,CINDERELLA,,,2017-08-19,28.0,29.0,28.0,29.0,COSTA RICA,,lge,,,,,,,,,N,
48,PUMPKINS,BALTIMORE,,50 lb sacks,CINDERELLA,,,2017-08-26,28.0,29.0,28.0,29.0,COSTA RICA,,lge,,,,,,,,,N,
49,PUMPKINS,BALTIMORE,,50 lb sacks,CINDERELLA,,,2017-08-26,29.0,29.0,29.0,29.0,FLORIDA,,med,,,,,,,,,N,
50,PUMPKINS,BALTIMORE,,50 lb sacks,CINDERELLA,,,2017-09-02,29.0,29.0,29.0,29.0,FLORIDA,,med,,,,,,,,,N,
51,PUMPKINS,BALTIMORE,,50 lb sacks,CINDERELLA,,,2017-09-09,15.0,15.0,15.0,15.0,VIRGINIA,,lge,,,,,,,,,N,
52,PUMPKINS,BALTIMORE,,50 lb sacks,CINDERELLA,,,2017-09-16,24.0,24.0,24.0,24.0,MEXICO,,lge,,,,,,,,,N,
53,PUMPKINS,BALTIMORE,,50 lb sacks,CINDERELLA,,,2017-09-16,15.0,15.0,15.0,15.0,VIRGINIA,,lge,,,,,,,,,N,
54,PUMPKINS,BALTIMORE,,24 inch bins,FAIRYTALE,,,2016-09-24,250.0,260.0,250.0,260.0,MARYLAND,,xlge,,,,,,,,,N,
55,PUMPKINS,BALTIMORE,,24 inch bins,FAIRYTALE,,,2016-09-24,250.0,260.0,250.0,260.0,VIRGINIA,,xlge,,,,,,,,,N,
56,PUMPKINS,BALTIMORE,,24 inch bins,FAIRYTALE,,,2016-10-01,250.0,260.0,250.0,260.0,MARYLAND,,xlge,,,,,,,,,N,
57,PUMPKINS,BALTIMORE,,24 inch bins,FAIRYTALE,,,2016-10-01,250.0,260.0,250.0,260.0,VIRGINIA,,xlge,,,,,,,,,N,
58,PUMPKINS,BALTIMORE,,24 inch bins,FAIRYTALE,,,2016-10-08,235.0,260.0,235.0,260.0,MARYLAND,,xlge,,,,,,,,,N,
59,PUMPKINS,BALTIMORE,,24 inch bins,FAIRYTALE,,,2016-10-08,250.0,260.0,250.0,260.0,VIRGINIA,,xlge,,,,,,,,,N,
60,PUMPKINS,BALTIMORE,,24 inch bins,FAIRYTALE,,,2016-10-15,235.0,250.0,235.0,250.0,MARYLAND,,xlge,,,,,,,,,N,
61,PUMPKINS,BALTIMORE,,24 inch bins,FAIRYTALE,,,2016-10-22,230.0,240.0,230.0,240.0,MARYLAND,,xlge,,,,,,,,,N,
62,PUMPKINS,BALTIMORE,,24 inch bins,FAIRYTALE,,,2016-10-29,220.0,240.0,220.0,230.0,MARYLAND,,xlge,,,,,,,,,N,
63,PUMPKINS,BALTIMORE,,24 inch bins,FAIRYTALE,,,2016-10-29,230.0,230.0,230.0,230.0,VIRGINIA,,xlge,,,,,,,,,N,
64,PUMPKINS,BALTIMORE,,24 inch bins,FAIRYTALE,,,2016-11-05,200.0,230.0,200.0,230.0,MARYLAND,,xlge,,,,,,,,,N,
65,PUMPKINS,BALTIMORE,,24 inch bins,FAIRYTALE,,,2016-11-05,200.0,230.0,200.0,230.0,VIRGINIA,,xlge,,,,,,,,,N,
66,PUMPKINS,BALTIMORE,,24 inch bins,FAIRYTALE,,,2016-11-12,200.0,200.0,200.0,200.0,MARYLAND,,xlge,,,,,,,,,N,
67,PUMPKINS,BALTIMORE,,24 inch bins,FAIRYTALE,,,2016-11-19,200.0,200.0,200.0,200.0,MARYLAND,,xlge,,,,,,,,,N,
68,PUMPKINS,BALTIMORE,,24 inch bins,FAIRYTALE,,,2016-11-19,200.0,230.0,200.0,230.0,VIRGINIA,,xlge,,,,,,,,,N,
69,PUMPKINS,BALTIMORE,,24 inch bins,FAIRYTALE,,,2016-11-26,210.0,210.0,210.0,210.0,VIRGINIA,,xlge,,,,,,,,,N,
70,PUMPKINS,BALTIMORE,,1 1/9 bushel cartons,PIE TYPE,,,2016-09-24,15.0,15.0,15.0,15.0,DELAWARE,,med,,,,,,,,,N,
71,PUMPKINS,BALTIMORE,,1 1/9 bushel cartons,PIE TYPE,,,2016-09-24,18.0,18.0,18.0,18.0,DELAWARE,,sml,,,,,,,,,N,
72,PUMPKINS,BALTIMORE,,1 1/9 bushel cartons,PIE TYPE,,,2016-10-01,18.0,18.0,18.0,18.0,DELAWARE,,sml,,,,,,,,,N,
73,PUMPKINS,BALTIMORE,,1 1/9 bushel cartons,PIE TYPE,,,2016-10-01,17.0,17.0,17.0,17.0,OHIO,,med,,,,,,,,,N,
74,PUMPKINS,BALTIMORE,,1 1/9 bushel cartons,PIE TYPE,,,2016-10-08,15.0,15.0,15.0,15.0,DELAWARE,,,,,,,,,,,N,
75,PUMPKINS,BALTIMORE,,1 1/9 bushel cartons,PIE TYPE,,,2016-10-08,18.0,18.0,18.0,18.0,DELAWARE,,sml,,,,,,,,,N,
76,PUMPKINS,BALTIMORE,,1 1/9 bushel cartons,PIE TYPE,,,2016-10-08,17.0,17.0,17.0,17.0,OHIO,,med,,,,,,,,,N,
77,PUMPKINS,BALTIMORE,,1 1/9 bushel cartons,PIE TYPE,,,2016-10-08,17.0,18.5,17.0,18.5,PENNSYLVANIA,,,,,,,,,,,N,
78,PUMPKINS,BALTIMORE,,1 1/9 bushel cartons,PIE TYPE,,,2016-10-15,15.0,15.0,15.0,15.0,DELAWARE,,,,,,,,,,,N,
79,PUMPKINS,BALTIMORE,,1 1/9 bushel cartons,PIE TYPE,,,2016-10-15,17.0,17.0,17.0,17.0,OHIO,,med,,,,,,,,,N,
80,PUMPKINS,BALTIMORE,,1 1/9 bushel cartons,PIE TYPE,,,2016-10-15,17.0,18.5,17.0,18.5,PENNSYLVANIA,,,,,,,,,,,N,
81,PUMPKINS,BALTIMORE,,1 1/9 bushel cartons,PIE TYPE,,,2016-10-22,15.0,15.0,15.0,15.0,DELAWARE,,,,,,,,,,,N,
82,PUMPKINS,BALTIMORE,,1 1/9 bushel cartons,PIE TYPE,,,2016-10-22,17.0,17.0,17.0,17.0,OHIO,,med,,,,,,,,,N,
83,PUMPKINS,BALTIMORE,,1 1/9 bushel cartons,PIE TYPE,,,2016-10-22,17.0,18.5,17.0,18.5,PENNSYLVANIA,,,,,,,,,,,N,
84,PUMPKINS,BALTIMORE,,1 1/9 bushel cartons,PIE TYPE,,,2016-10-29,15.0,15.0,15.0,15.0,DELAWARE,,,,,,,,,,,N,
85,PUMPKINS,BALTIMORE,,1 1/9 bushel cartons,PIE TYPE,,,2016-10-29,16.0,17.0,16.0,17.0,OHIO,,med,,,,,,,,,N,
86,PUMPKINS,BALTIMORE,,1 1/9 bushel cartons,PIE TYPE,,,2016-10-29,16.0,18.0,16.0,18.0,PENNSYLVANIA,,,,,,,,,,,N,
87,PUMPKINS,BALTIMORE,,1 1/9 bushel cartons,PIE TYPE,,,2017-09-16,18.0,18.0,18.0,18.0,MARYLAND,,med,ORANGE,,,,,,,,N,
88,PUMPKINS,BALTIMORE,,1 1/9 bushel cartons,PIE TYPE,,,2017-09-23,16.0,16.0,16.0,16.0,DELAWARE,,med,ORANGE,,,,,,,,N,
89,PUMPKINS,BALTIMORE,,1 1/9 bushel cartons,PIE TYPE,,,2017-09-23,18.0,18.0,18.0,18.0,MARYLAND,,med,ORANGE,,,,,,,,N,
90,PUMPKINS,BALTIMORE,,1 1/9 bushel cartons,PIE TYPE,,,2017-09-23,16.0,16.0,16.0,16.0,PENNSYLVANIA,,med,ORANGE,,,,,,,,N,
91,PUMPKINS,BALTIMORE,,1 1/9 bushel cartons,PIE TYPE,,,2017-09-30,16.0,16.0,16.0,16.0,DELAWARE,,med,ORANGE,,,,,,,,N,
92,PUMPKINS,BALTIMORE,,1 1/9 bushel cartons,PIE TYPE,,,2017-09-30,16.0,16.0,16.0,16.0,PENNSYLVANIA,,med,ORANGE,,,,,,,,N,
93,PUMPKINS,BALTIMORE,,24 inch bins,PIE TYPE,,,2016-09-24,160.0,160.0,160.0,160.0,VIRGINIA,,sml,,,,,,,,,N,
94,PUMPKINS,BALTIMORE,,24 inch bins,PIE TYPE,,,2017-09-23,200.0,200.0,200.0,200.0,MARYLAND,,sml,ORANGE,,,,,,,,N,
95,PUMPKINS,BALTIMORE,,24 inch bins,PIE TYPE,,,2017-09-30,190.0,200.0,190.0,200.0,MARYLAND,,sml,ORANGE,,,,,,,,N,
96,PUMPKINS,BALTIMORE,,24 inch bins,BIG MACK TYPE,,,2016-09-24,50.0,60.0,50.0,60.0,MARYLAND,,,WHITE,,EACH,,,,,,N,
97,PUMPKINS,BALTIMORE,,24 inch bins,BIG MACK TYPE,,,2016-09-24,50.0,60.0,50.0,60.0,MARYLAND,,,,,EACH,,,,,,N,
98,PUMPKINS,BALTIMORE,,24 inch bins,BIG MACK TYPE,,,2016-09-24,50.0,60.0,50.0,60.0,VIRGINIA,,,,,EACH,,,,,,N,
99,PUMPKINS,BALTIMORE,,24 inch bins,BIG MACK TYPE,,,2016-10-01,50.0,60.0,50.0,60.0,MARYLAND,,,,,EACH,,,,,,N,
100,PUMPKINS,BALTIMORE,,24 inch bins,BIG MACK TYPE,,,2016-10-01,50.0,60.0,50.0,60.0,MARYLAND,,,WHITE,,EACH,,,,,,N,
101,PUMPKINS,BALTIMORE,,24 inch bins,BIG MACK TYPE,,,2016-10-01,50.0,60.0,50.0,60.0,VIRGINIA,,,,,EACH,,,,,,N,
102,PUMPKINS,BALTIMORE,,24 inch bins,BIG MACK TYPE,,,2016-10-08,50.0,60.0,50.0,60.0,MARYLAND,,,,,EACH,,,,,,N,
103,PUMPKINS,BALTIMORE,,24 inch bins,BIG MACK TYPE,,,2016-10-08,50.0,60.0,50.0,60.0,MARYLAND,,,WHITE,,EACH,,,,,,N,
104,PUMPKINS,BALTIMORE,,24 inch bins,BIG MACK TYPE,,,2016-10-08,50.0,60.0,50.0,60.0,MARYLAND,,jbo,,,EACH,,,,,,N,
105,PUMPKINS,BALTIMORE,,24 inch bins,BIG MACK TYPE,,,2016-10-08,40.0,60.0,40.0,60.0,MARYLAND,,lge,WHITE,,EACH,,,,,,N,
